last_updated,provinces,cases,recovered,death,lat,long
2020-04-13,Kalimantan Timur,35,6,1,0.461046227,116.4708584
2020-04-13,Kalimantan Utara,16,0,1,2.888820961,116.2167183
2020-04-13,Sulawesi Utara,17,2,2,1.286097687,124.5353788
2020-04-13,Sulawesi Tengah,19,2,2,-1.459214954,120.4495925
2020-04-13,Sulawesi Selatan,223,31,15,-3.747115712,120.1611577
2020-04-13,Sulawesi Tenggara,16,1,1,-4.132803971,122.0786781
2020-04-13,Gorontalo,1,0,0,0.53707,123.06184
2020-04-13,Sulawesi Barat,5,1,1,-2.461902015,119.3434714
2020-04-13,Maluku,11,1,0,-3.126119343,129.360425
2020-04-13,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-13,Papua,68,5,3,-5,140
2020-04-13,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-13,Indonesia,26,0,0,-0.989818182,113.915865
